,filename,polarity,subjectivity
0,0_discussion.txt,0.07380952380952381,0.30214285714285716
3,3_discussion.txt,-0.037666666666666654,0.257
5,5_discussion.txt,0.0454721888755502,0.28398959583833533
6,6_discussion.txt,0.07222222222222223,0.21944444444444444
7,7_discussion.txt,0.0454721888755502,0.28398959583833533
8,8_discussion.txt,0.05366810156135999,0.35457950289410956
15,15_discussion.txt,0.0948055278055278,0.3223456543456544
16,16_discussion.txt,-0.08198924731182797,0.22768817204301076
17,17_discussion.txt,0.01570586820586821,0.2529238816738817
20,20_discussion.txt,0.029798850574712654,0.3090886699507389
21,21_discussion.txt,-0.06964285714285713,0.1392857142857143
22,22_discussion.txt,0.04656055326787035,0.39308415162073695
23,23_discussion.txt,0.07222222222222223,0.21944444444444444
24,24_discussion.txt,0.03304522054522055,0.32830817830817827
28,28_discussion.txt,0.029798850574712654,0.3090886699507389
30,30_discussion.txt,-0.10879629629629627,0.34379629629629627
32,32_discussion.txt,0.03304522054522055,0.32830817830817827
33,33_discussion.txt,0.033568948412698425,0.2657242063492064
36,36_discussion.txt,0.008598586947643549,0.38566446132483867
38,38_discussion.txt,0.03639941690962101,0.32760932944606413
44,44_discussion.txt,0.12,0.48
48,48_discussion.txt,-0.016666666666666663,0.08333333333333331
67,67_discussion.txt,-0.0467521367521368,0.3944017094017095
76,76_discussion.txt,0.02868480725623583,0.41666666666666674
80,80_discussion.txt,-0.01964285714285715,0.24672619047619046
85,85_discussion.txt,0.021293983793983794,0.36490037740037745
91,91_discussion.txt,0.04664148351648352,0.4046336996336997
94,94_discussion.txt,0.03124579124579126,0.3316835016835017
108,108_discussion.txt,-0.04775419982316534,0.39236390046734876
114,114_discussion.txt,-0.0611111111111111,0.19166666666666665
115,115_discussion.txt,0.17193526170798898,0.4436565328610783
117,117_discussion.txt,0.09632275132275132,0.43970899470899477
118,118_discussion.txt,0.09632275132275132,0.43970899470899477
119,119_discussion.txt,0.09632275132275132,0.43970899470899477
121,121_discussion.txt,0.0014545454545454516,0.14984848484848487
127,127_discussion.txt,0.019999999999999997,0.12
138,138_discussion.txt,-0.02038327526132404,0.30926248548199764
139,139_discussion.txt,-0.02038327526132404,0.30926248548199764
141,141_discussion.txt,0.08333333333333333,0.3363636363636364
143,143_discussion.txt,0.12350532350532348,0.3712940212940213
144,144_discussion.txt,-0.016666666666666666,0.3
149,149_discussion.txt,-0.0040616246498599426,0.28326330532212884
152,152_discussion.txt,0.10856495994427029,0.5157819575060955
160,160_discussion.txt,-0.2,0.0
161,161_discussion.txt,0.10168427128427127,0.45503145743145734
166,166_discussion.txt,0.047063492063492064,0.2642460317460318
174,174_discussion.txt,0.10891803848325585,0.41244405353101
179,179_discussion.txt,-0.03666666666666669,0.45666666666666667
185,185_discussion.txt,-0.058634288086342905,0.130085097550851
188,188_discussion.txt,0.021521335807050092,0.22615955473098331
192,192_discussion.txt,-0.016305916305916306,0.2595441017316017
197,197_discussion.txt,0.1029020979020979,0.3779254079254079
207,207_discussion.txt,0.09333333333333332,0.6477777777777778
217,217_discussion.txt,-0.1,0.2
226,226_discussion.txt,-0.003703703703703706,0.34814814814814815
235,235_discussion.txt,0.09365079365079365,0.37257495590828926
242,242_discussion.txt,0.13020833333333334,0.5010416666666666
254,254_discussion.txt,0.0358974358974359,0.31025641025641026
257,257_discussion.txt,-0.02175602175602176,0.2943958818958819
265,265_discussion.txt,0.07102863957030624,0.38086379669713016
269,269_discussion.txt,0.10261286332714903,0.415491651205937
275,275_discussion.txt,0.02426959095326443,0.36660968283417267
284,284_discussion.txt,0.04307944307944309,0.38591318591318596
292,292_discussion.txt,-0.10786713286713288,0.4907342657342657
329,329_discussion.txt,0.06966891133557801,0.43521324354657687
333,333_discussion.txt,0.07972689075630252,0.3275210084033614
337,337_discussion.txt,0.08810632350106035,0.3971645459803355
346,346_discussion.txt,0.14545454545454545,0.509090909090909
352,352_discussion.txt,0.17723607038123165,0.4610117302052786
354,354_discussion.txt,-0.1,0.125
376,376_discussion.txt,-0.2,0.0
399,399_discussion.txt,0.09259259259259259,0.17407407407407405
415,415_discussion.txt,0.18051948051948052,0.6
416,416_discussion.txt,0.13007246376811593,0.39818840579710146
434,434_discussion.txt,0.10455794205794208,0.3659768116498885
436,436_discussion.txt,0.04966765260882908,0.42570925806219917
438,438_discussion.txt,0.040276575276575285,0.4587790604457271
442,442_discussion.txt,0.11537433155080214,0.5100713012477719
447,447_discussion.txt,0.1271893538560205,0.3675657367324034
464,464_discussion.txt,-0.06347498655190963,0.3854581316119778
466,466_discussion.txt,0.1051521164021164,0.33955026455026455
473,473_discussion.txt,0.08974177231219485,0.4581071510648976
474,474_discussion.txt,0.16866883116883116,0.3538961038961039
486,486_discussion.txt,0.05391705069124424,0.3120199692780337
492,492_discussion.txt,0.24012165994924614,0.5215181370353783
495,495_discussion.txt,0.20005681818181822,0.4192911255411255
500,500_discussion.txt,0.4,0.4
513,513_discussion.txt,0.12467948717948718,0.47240028490028485
514,514_discussion.txt,0.0718,0.4632
517,517_discussion.txt,0.040689471818504075,0.3594582299421009
518,518_discussion.txt,0.08387044603336738,0.3100093632958801
519,519_discussion.txt,0.1271893538560205,0.3675657367324034
527,527_discussion.txt,-0.005232558139534874,0.2569767441860465
535,535_discussion.txt,0.08974177231219485,0.4581071510648976
549,549_discussion.txt,0.013478260869565217,0.22492753623188408
555,555_discussion.txt,0.24012165994924614,0.5215181370353783
556,556_discussion.txt,-0.08360805860805863,0.1408272283272283
557,557_discussion.txt,-0.08360805860805863,0.1408272283272283
558,558_discussion.txt,0.013478260869565217,0.22492753623188408
562,562_discussion.txt,0.15171957671957673,0.3923280423280423
566,566_discussion.txt,0.15218855218855218,0.3468013468013468
569,569_discussion.txt,0.17095959595959598,0.45707070707070707
571,571_discussion.txt,0.04963427377220481,0.36755485893416934
572,572_discussion.txt,0.08059895833333335,0.45136217948717955
591,591_discussion.txt,0.15218855218855218,0.3468013468013468
595,595_discussion.txt,0.08059895833333335,0.45136217948717955
596,596_discussion.txt,0.06652011183261183,0.4353918650793651
600,600_discussion.txt,0.00027374059632123243,0.31768088542282097
603,603_discussion.txt,0.026369030275280286,0.24600720460095457
606,606_discussion.txt,-0.033686806488530625,0.3188441060854853
608,608_discussion.txt,0.03239795918367348,0.29923469387755103
612,612_discussion.txt,0.27999999999999997,0.49000000000000005
626,626_discussion.txt,0.02020408163265306,0.2953741496598639
645,645_discussion.txt,0.03725490196078431,0.28627450980392155
649,649_discussion.txt,0.1,0.27
652,652_discussion.txt,0.10000000000000002,0.3
655,655_discussion.txt,0.0048933209647495325,0.48833487940630793
668,668_discussion.txt,0.08,0.18
691,691_discussion.txt,0.06777777777777778,0.29333333333333333
702,702_discussion.txt,0.0,0.1
712,712_discussion.txt,0.10783451397087758,0.3283008658008658
718,718_discussion.txt,0.21500000000000002,0.45702380952380955
722,722_discussion.txt,0.21500000000000002,0.45702380952380955
723,723_discussion.txt,-0.05666666666666668,0.18752525252525254
728,728_discussion.txt,0.03775510204081632,0.20408163265306123
743,743_discussion.txt,0.0,0.13333333333333333
758,758_discussion.txt,0.16563706563706565,0.5087516087516087
764,764_discussion.txt,0.07451190476190477,0.3169166666666666
767,767_discussion.txt,0.15625,0.3765376984126984
792,792_discussion.txt,0.09335276967930028,0.3588581146744412
796,796_discussion.txt,0.09335276967930028,0.3588581146744412
797,797_discussion.txt,0.20005681818181822,0.4192911255411255
803,803_discussion.txt,0.0580152224824356,0.32314207650273225
836,836_discussion.txt,-0.04880952380952381,0.5440476190476191
837,837_discussion.txt,0.14285714285714285,0.4285714285714286
839,839_discussion.txt,-0.2,0.0
847,847_discussion.txt,0.009834710743801654,0.3586914600550964
848,848_discussion.txt,0.04602285941571656,0.433542218363647
854,854_discussion.txt,0.14165013227513226,0.5233630952380953
861,861_discussion.txt,-0.006818181818181814,0.5022727272727273
863,863_discussion.txt,0.0375,0.2244047619047619
867,867_discussion.txt,0.06916666666666668,0.42833333333333334
868,868_discussion.txt,0.09604377104377104,0.41767676767676754
875,875_discussion.txt,-0.1205128205128205,0.21721611721611725
876,876_discussion.txt,0.0544296788482835,0.384357696566999
878,878_discussion.txt,0.045454545454545456,0.12727272727272726
885,885_discussion.txt,0.125,0.2583333333333333
891,891_discussion.txt,0.15113636363636365,0.4079545454545455
892,892_discussion.txt,0.10166666666666667,0.4126086956521739
902,902_discussion.txt,-0.009615384615384614,0.47728937728937726
907,907_discussion.txt,0.014515063168124393,0.35085908649173964
909,909_discussion.txt,-0.05416666666666667,0.22083333333333335
911,911_discussion.txt,0.07365134865134867,0.3247856310356311
915,915_discussion.txt,0.15669642857142857,0.48035714285714287
925,925_discussion.txt,0.06696615166442751,0.36696708463949834
928,928_discussion.txt,0.07287414965986393,0.3322066326530612
932,932_discussion.txt,0.06960455486542443,0.4542670807453416
955,955_discussion.txt,0.053781512605042034,0.3541316526610645
974,974_discussion.txt,-0.05833333333333333,0.075
985,985_discussion.txt,-0.2,0.0
1010,1010_discussion.txt,0.06916666666666668,0.42833333333333334
1011,1011_discussion.txt,0.09604377104377104,0.41767676767676754
1018,1018_discussion.txt,-0.1205128205128205,0.21721611721611725
1028,1028_discussion.txt,0.125,0.2583333333333333
1045,1045_discussion.txt,-0.009615384615384614,0.47728937728937726
1058,1058_discussion.txt,0.15669642857142857,0.48035714285714287
